date,holiday,malaysia_cases_new,state,state_cases_new,admitted_covid,icu_covid
2022-11-06,non-holiday,3913,Sarawak,48,11,4
2022-11-06,non-holiday,3913,Selangor,1731,112,10
2022-11-06,non-holiday,3913,Terengganu,43,9,1
2022-11-06,non-holiday,3913,W.P. Kuala Lumpur,739,24,0
2022-11-06,non-holiday,3913,W.P. Labuan,4,0,0
2022-11-06,non-holiday,3913,W.P. Putrajaya,47,13,0
2022-11-07,non-holiday,2521,Johor,69,44,6
2022-11-07,non-holiday,2521,Kedah,118,21,7
2022-11-07,non-holiday,2521,Kelantan,131,25,2
2022-11-07,non-holiday,2521,Melaka,100,13,3
2022-11-07,non-holiday,2521,Negeri Sembilan,179,11,4
2022-11-07,non-holiday,2521,Pahang,77,18,7
2022-11-07,non-holiday,2521,Perak,88,36,6
2022-11-07,non-holiday,2521,Perlis,5,2,0
2022-11-07,non-holiday,2521,Pulau Pinang,132,27,12
2022-11-07,non-holiday,2521,Sabah,178,41,9
2022-11-07,non-holiday,2521,Sarawak,43,15,4
2022-11-07,non-holiday,2521,Selangor,879,91,10
2022-11-07,non-holiday,2521,Terengganu,57,19,1
2022-11-07,non-holiday,2521,W.P. Kuala Lumpur,461,43,2
2022-11-07,non-holiday,2521,W.P. Labuan,0,0,0
2022-11-07,non-holiday,2521,W.P. Putrajaya,4,16,0
2022-11-08,non-holiday,3781,Johor,67,50,5
2022-11-08,non-holiday,3781,Kedah,145,29,6
2022-11-08,non-holiday,3781,Kelantan,156,29,1
2022-11-08,non-holiday,3781,Melaka,212,12,3
2022-11-08,non-holiday,3781,Negeri Sembilan,228,23,4
2022-11-08,non-holiday,3781,Pahang,82,21,6
2022-11-08,non-holiday,3781,Perak,163,49,9
2022-11-08,non-holiday,3781,Perlis,2,3,0
2022-11-08,non-holiday,3781,Pulau Pinang,102,13,12
2022-11-08,non-holiday,3781,Sabah,176,43,11
2022-11-08,non-holiday,3781,Sarawak,80,10,4
2022-11-08,non-holiday,3781,Selangor,1515,102,9
2022-11-08,non-holiday,3781,Terengganu,63,17,2
2022-11-08,non-holiday,3781,W.P. Kuala Lumpur,561,27,3
2022-11-08,non-holiday,3781,W.P. Labuan,3,0,0
2022-11-08,non-holiday,3781,W.P. Putrajaya,226,13,0
2022-11-09,non-holiday,3267,Johor,68,67,10
2022-11-09,non-holiday,3267,Kedah,157,30,9
2022-11-09,non-holiday,3267,Kelantan,161,24,5
2022-11-09,non-holiday,3267,Melaka,185,15,4
2022-11-09,non-holiday,3267,Negeri Sembilan,99,13,2
2022-11-09,non-holiday,3267,Pahang,112,25,9
2022-11-09,non-holiday,3267,Perak,216,57,10
2022-11-09,non-holiday,3267,Perlis,5,5,0
2022-11-09,non-holiday,3267,Pulau Pinang,145,25,11
2022-11-09,non-holiday,3267,Sabah,173,58,13
2022-11-09,non-holiday,3267,Sarawak,132,12,4
2022-11-09,non-holiday,3267,Selangor,1267,106,9
2022-11-09,non-holiday,3267,Terengganu,55,12,2
2022-11-09,non-holiday,3267,W.P. Kuala Lumpur,322,33,3
2022-11-09,non-holiday,3267,W.P. Labuan,24,0,0
2022-11-09,non-holiday,3267,W.P. Putrajaya,146,13,0
2022-11-10,non-holiday,3436,Johor,89,41,10
2022-11-10,non-holiday,3436,Kedah,172,31,7
2022-11-10,non-holiday,3436,Kelantan,179,25,8
2022-11-10,non-holiday,3436,Melaka,175,16,4
2022-11-10,non-holiday,3436,Negeri Sembilan,167,12,3
2022-11-10,non-holiday,3436,Pahang,112,15,8
2022-11-10,non-holiday,3436,Perak,171,92,10
2022-11-10,non-holiday,3436,Perlis,11,8,0
2022-11-10,non-holiday,3436,Pulau Pinang,237,13,9
2022-11-10,non-holiday,3436,Sabah,221,46,14
2022-11-10,non-holiday,3436,Sarawak,70,16,3
2022-11-10,non-holiday,3436,Selangor,1286,130,10
2022-11-10,non-holiday,3436,Terengganu,49,13,1
2022-11-10,non-holiday,3436,W.P. Kuala Lumpur,312,32,4
2022-11-10,non-holiday,3436,W.P. Labuan,11,1,0
2022-11-10,non-holiday,3436,W.P. Putrajaya,174,13,1
2022-11-11,non-holiday,3245,Johor,75,56,10
2022-11-11,non-holiday,3245,Kedah,125,19,9
2022-11-11,non-holiday,3245,Kelantan,107,36,6
2022-11-11,non-holiday,3245,Melaka,264,23,4
2022-11-11,non-holiday,3245,Negeri Sembilan,123,18,3
2022-11-11,non-holiday,3245,Pahang,88,25,6
2022-11-11,non-holiday,3245,Perak,93,44,7
2022-11-11,non-holiday,3245,Perlis,17,4,0
2022-11-11,non-holiday,3245,Pulau Pinang,160,15,7
2022-11-11,non-holiday,3245,Sabah,204,60,16
2022-11-11,non-holiday,3245,Sarawak,139,17,3
2022-11-11,non-holiday,3245,Selangor,1272,127,9
2022-11-11,non-holiday,3245,Terengganu,43,12,1
2022-11-11,non-holiday,3245,W.P. Kuala Lumpur,421,51,4
2022-11-11,non-holiday,3245,W.P. Labuan,10,0,0
2022-11-11,non-holiday,3245,W.P. Putrajaya,104,14,2
2022-11-12,non-holiday,2882,Johor,49,45,9
2022-11-12,non-holiday,2882,Kedah,109,26,6
2022-11-12,non-holiday,2882,Kelantan,66,22,8
2022-11-12,non-holiday,2882,Melaka,158,9,4
2022-11-12,non-holiday,2882,Negeri Sembilan,121,12,4
2022-11-12,non-holiday,2882,Pahang,103,26,6
2022-11-12,non-holiday,2882,Perak,107,53,5
2022-11-12,non-holiday,2882,Perlis,4,1,0
2022-11-12,non-holiday,2882,Pulau Pinang,190,22,5
2022-11-12,non-holiday,2882,Sabah,257,45,19
2022-11-12,non-holiday,2882,Sarawak,104,19,3
2022-11-12,non-holiday,2882,Selangor,1240,97,9
2022-11-12,non-holiday,2882,Terengganu,35,15,1
2022-11-12,non-holiday,2882,W.P. Kuala Lumpur,227,27,3
2022-11-12,non-holiday,2882,W.P. Labuan,17,3,0
2022-11-12,non-holiday,2882,W.P. Putrajaya,95,6,2
2022-11-13,non-holiday,2234,Johor,53,47,9
2022-11-13,non-holiday,2234,Kedah,90,24,9
2022-11-13,non-holiday,2234,Kelantan,84,19,7
2022-11-13,non-holiday,2234,Melaka,134,21,6
2022-11-13,non-holiday,2234,Negeri Sembilan,122,10,4
2022-11-13,non-holiday,2234,Pahang,55,22,6
2022-11-13,non-holiday,2234,Perak,106,56,3
2022-11-13,non-holiday,2234,Perlis,3,4,0
2022-11-13,non-holiday,2234,Pulau Pinang,135,25,7
2022-11-13,non-holiday,2234,Sabah,188,54,19
2022-11-13,non-holiday,2234,Sarawak,82,17,4
2022-11-13,non-holiday,2234,Selangor,957,103,10
2022-11-13,non-holiday,2234,Terengganu,23,12,2
2022-11-13,non-holiday,2234,W.P. Kuala Lumpur,176,30,3
2022-11-13,non-holiday,2234,W.P. Labuan,9,0,0
2022-11-13,non-holiday,2234,W.P. Putrajaya,17,6,2
2022-11-14,non-holiday,1749,Johor,68,37,8
2022-11-14,non-holiday,1749,Kedah,121,27,11
2022-11-14,non-holiday,1749,Kelantan,53,19,7
2022-11-14,non-holiday,1749,Melaka,86,13,6
2022-11-14,non-holiday,1749,Negeri Sembilan,78,18,1
2022-11-14,non-holiday,1749,Pahang,67,24,7
2022-11-14,non-holiday,1749,Perak,70,42,4
2022-11-14,non-holiday,1749,Perlis,5,2,0
2022-11-14,non-holiday,1749,Pulau Pinang,70,23,7
2022-11-14,non-holiday,1749,Sabah,133,53,17
2022-11-14,non-holiday,1749,Sarawak,56,14,5
2022-11-14,non-holiday,1749,Selangor,538,107,10
2022-11-14,non-holiday,1749,Terengganu,56,22,0
2022-11-14,non-holiday,1749,W.P. Kuala Lumpur,224,25,4
2022-11-14,non-holiday,1749,W.P. Labuan,9,1,0
2022-11-14,non-holiday,1749,W.P. Putrajaya,115,6,2
2022-11-15,non-holiday,2852,Johor,78,47,8
2022-11-15,non-holiday,2852,Kedah,183,25,11
2022-11-15,non-holiday,2852,Kelantan,174,31,4
2022-11-15,non-holiday,2852,Melaka,190,15,5
2022-11-15,non-holiday,2852,Negeri Sembilan,81,25,4
2022-11-15,non-holiday,2852,Pahang,82,23,8
2022-11-15,non-holiday,2852,Perak,104,43,7
2022-11-15,non-holiday,2852,Perlis,3,4,1
2022-11-15,non-holiday,2852,Pulau Pinang,92,17,8
2022-11-15,non-holiday,2852,Sabah,212,65,18
2022-11-15,non-holiday,2852,Sarawak,142,22,6
2022-11-15,non-holiday,2852,Selangor,936,115,11
2022-11-15,non-holiday,2852,Terengganu,77,20,0
2022-11-15,non-holiday,2852,W.P. Kuala Lumpur,316,41,3
2022-11-15,non-holiday,2852,W.P. Labuan,13,1,0
2022-11-15,non-holiday,2852,W.P. Putrajaya,169,7,3
2022-11-16,non-holiday,3304,Johor,52,65,10
2022-11-16,non-holiday,3304,Kedah,276,32,13
2022-11-16,non-holiday,3304,Kelantan,195,36,7
2022-11-16,non-holiday,3304,Melaka,163,14,2
2022-11-16,non-holiday,3304,Negeri Sembilan,75,28,4
2022-11-16,non-holiday,3304,Pahang,126,41,6
2022-11-16,non-holiday,3304,Perak,138,73,4
2022-11-16,non-holiday,3304,Perlis,20,2,1
2022-11-16,non-holiday,3304,Pulau Pinang,173,27,9
2022-11-16,non-holiday,3304,Sabah,221,74,16
2022-11-16,non-holiday,3304,Sarawak,192,14,4
2022-11-16,non-holiday,3304,Selangor,1197,121,8
2022-11-16,non-holiday,3304,Terengganu,76,26,1
2022-11-16,non-holiday,3304,W.P. Kuala Lumpur,233,34,2
2022-11-16,non-holiday,3304,W.P. Labuan,20,3,0
2022-11-16,non-holiday,3304,W.P. Putrajaya,147,11,3
2022-11-17,non-holiday,3457,Johor,79,60,7
2022-11-17,non-holiday,3457,Kedah,171,31,13
2022-11-17,non-holiday,3457,Kelantan,124,30,6
2022-11-17,non-holiday,3457,Melaka,262,12,4
2022-11-17,non-holiday,3457,Negeri Sembilan,146,23,4
2022-11-17,non-holiday,3457,Pahang,159,23,8
2022-11-17,non-holiday,3457,Perak,139,48,5
2022-11-17,non-holiday,3457,Perlis,4,9,1
2022-11-17,non-holiday,3457,Pulau Pinang,216,20,8
2022-11-17,non-holiday,3457,Sabah,266,48,15
2022-11-17,non-holiday,3457,Sarawak,158,21,3
2022-11-17,non-holiday,3457,Selangor,1187,134,11
2022-11-17,non-holiday,3457,Terengganu,77,16,1
2022-11-17,non-holiday,3457,W.P. Kuala Lumpur,322,47,2
2022-11-17,non-holiday,3457,W.P. Labuan,16,3,0
2022-11-17,non-holiday,3457,W.P. Putrajaya,131,7,1
2022-11-18,non-holiday,3037,Johor,62,33,6
2022-11-18,non-holiday,3037,Kedah,158,31,11
2022-11-18,non-holiday,3037,Kelantan,109,33,8
2022-11-18,non-holiday,3037,Melaka,200,22,6
2022-11-18,non-holiday,3037,Negeri Sembilan,152,22,4
2022-11-18,non-holiday,3037,Pahang,94,19,10
2022-11-18,non-holiday,3037,Perak,117,77,8
2022-11-18,non-holiday,3037,Perlis,9,4,1
2022-11-18,non-holiday,3037,Pulau Pinang,186,26,8
2022-11-18,non-holiday,3037,Sabah,205,64,19
2022-11-18,non-holiday,3037,Sarawak,114,28,7
2022-11-18,non-holiday,3037,Selangor,1237,128,13
2022-11-18,non-holiday,3037,Terengganu,71,22,1
2022-11-18,non-holiday,3037,W.P. Kuala Lumpur,185,29,3
2022-11-18,non-holiday,3037,W.P. Labuan,16,1,0
2022-11-18,non-holiday,3037,W.P. Putrajaya,122,19,1
2022-11-19,GE-15,2450,Johor,47,40,5
2022-11-19,GE-15,2450,Kedah,85,22,12
2022-11-19,GE-15,2450,Kelantan,51,27,6
2022-11-19,GE-15,2450,Melaka,171,19,5
2022-11-19,GE-15,2450,Negeri Sembilan,50,13,4
2022-11-19,GE-15,2450,Pahang,71,22,6
2022-11-19,GE-15,2450,Perak,101,38,8
2022-11-19,GE-15,2450,Perlis,6,3,0
2022-11-19,GE-15,2450,Pulau Pinang,136,26,6
2022-11-19,GE-15,2450,Sabah,218,44,16
2022-11-19,GE-15,2450,Sarawak,70,21,7
2022-11-19,GE-15,2450,Selangor,1099,114,12
2022-11-19,GE-15,2450,Terengganu,59,9,1
2022-11-19,GE-15,2450,W.P. Kuala Lumpur,192,38,2
2022-11-19,GE-15,2450,W.P. Labuan,6,0,0
2022-11-19,GE-15,2450,W.P. Putrajaya,88,12,1
2022-11-20,non-holiday,1633,Johor,50,28,6
2022-11-20,non-holiday,1633,Kedah,99,32,10
2022-11-20,non-holiday,1633,Kelantan,41,13,4
2022-11-20,non-holiday,1633,Melaka,127,18,6
2022-11-20,non-holiday,1633,Negeri Sembilan,80,22,3
2022-11-20,non-holiday,1633,Pahang,53,27,6
2022-11-20,non-holiday,1633,Perak,65,44,8
2022-11-20,non-holiday,1633,Perlis,3,4,0
2022-11-20,non-holiday,1633,Pulau Pinang,148,18,7
2022-11-20,non-holiday,1633,Sabah,133,40,17
2022-11-20,non-holiday,1633,Sarawak,51,29,11
2022-11-20,non-holiday,1633,Selangor,562,103,11
2022-11-20,non-holiday,1633,Terengganu,49,16,1
2022-11-20,non-holiday,1633,W.P. Kuala Lumpur,131,22,3
2022-11-20,non-holiday,1633,W.P. Labuan,2,4,0
2022-11-20,non-holiday,1633,W.P. Putrajaya,39,11,1
2022-11-21,non-holiday,2121,Johor,31,41,8
2022-11-21,non-holiday,2121,Kedah,98,34,10
2022-11-21,non-holiday,2121,Kelantan,86,34,3
2022-11-21,non-holiday,2121,Melaka,112,13,6
2022-11-21,non-holiday,2121,Negeri Sembilan,60,12,4
2022-11-21,non-holiday,2121,Pahang,54,24,6
2022-11-21,non-holiday,2121,Perak,74,49,6
2022-11-21,non-holiday,2121,Perlis,2,3,0
2022-11-21,non-holiday,2121,Pulau Pinang,69,26,7
2022-11-21,non-holiday,2121,Sabah,109,51,16
2022-11-21,non-holiday,2121,Sarawak,77,38,10
2022-11-21,non-holiday,2121,Selangor,1073,119,11
2022-11-21,non-holiday,2121,Terengganu,55,21,1
2022-11-21,non-holiday,2121,W.P. Kuala Lumpur,156,35,3
2022-11-21,non-holiday,2121,W.P. Labuan,11,1,0
2022-11-21,non-holiday,2121,W.P. Putrajaya,54,10,1
2022-11-22,non-holiday,2516,Johor,38,43,8
2022-11-22,non-holiday,2516,Kedah,184,25,9
2022-11-22,non-holiday,2516,Kelantan,198,28,2
2022-11-22,non-holiday,2516,Melaka,122,17,6
2022-11-22,non-holiday,2516,Negeri Sembilan,66,10,2
2022-11-22,non-holiday,2516,Pahang,114,31,7
2022-11-22,non-holiday,2516,Perak,111,59,8
2022-11-22,non-holiday,2516,Perlis,5,2,0
2022-11-22,non-holiday,2516,Pulau Pinang,95,17,6
2022-11-22,non-holiday,2516,Sabah,171,68,18
2022-11-22,non-holiday,2516,Sarawak,201,31,9
2022-11-22,non-holiday,2516,Selangor,754,114,11
2022-11-22,non-holiday,2516,Terengganu,87,22,2
2022-11-22,non-holiday,2516,W.P. Kuala Lumpur,292,33,4
2022-11-22,non-holiday,2516,W.P. Labuan,16,2,0
2022-11-22,non-holiday,2516,W.P. Putrajaya,62,17,1
2022-11-23,non-holiday,3537,Johor,58,59,10
2022-11-23,non-holiday,3537,Kedah,200,41,9
2022-11-23,non-holiday,3537,Kelantan,202,43,1
2022-11-23,non-holiday,3537,Melaka,205,22,7
2022-11-23,non-holiday,3537,Negeri Sembilan,114,17,1
2022-11-23,non-holiday,3537,Pahang,135,32,11
2022-11-23,non-holiday,3537,Perak,145,63,7
2022-11-23,non-holiday,3537,Perlis,9,2,0
2022-11-23,non-holiday,3537,Pulau Pinang,180,20,11
2022-11-23,non-holiday,3537,Sabah,254,58,19
2022-11-23,non-holiday,3537,Sarawak,220,28,9
2022-11-23,non-holiday,3537,Selangor,1280,134,10
2022-11-23,non-holiday,3537,Terengganu,103,24,1
2022-11-23,non-holiday,3537,W.P. Kuala Lumpur,290,23,4
2022-11-23,non-holiday,3537,W.P. Labuan,35,2,0
2022-11-23,non-holiday,3537,W.P. Putrajaya,107,11,1
2022-11-24,non-holiday,2877,Johor,46,39,7
2022-11-24,non-holiday,2877,Kedah,165,52,10
2022-11-24,non-holiday,2877,Kelantan,183,31,4
2022-11-24,non-holiday,2877,Melaka,207,28,4
2022-11-24,non-holiday,2877,Negeri Sembilan,124,19,1
2022-11-24,non-holiday,2877,Pahang,152,35,10
2022-11-24,non-holiday,2877,Perak,150,80,9
2022-11-24,non-holiday,2877,Perlis,9,4,0
2022-11-24,non-holiday,2877,Pulau Pinang,184,20,9
2022-11-24,non-holiday,2877,Sabah,222,58,19
2022-11-24,non-holiday,2877,Sarawak,176,29,7
2022-11-24,non-holiday,2877,Selangor,701,113,11
2022-11-24,non-holiday,2877,Terengganu,104,35,1
2022-11-24,non-holiday,2877,W.P. Kuala Lumpur,311,33,3
2022-11-24,non-holiday,2877,W.P. Labuan,24,1,0
2022-11-24,non-holiday,2877,W.P. Putrajaya,119,10,2
2022-11-25,non-holiday,3024,Johor,49,44,6
2022-11-25,non-holiday,3024,Kedah,126,33,12
2022-11-25,non-holiday,3024,Kelantan,114,34,6
2022-11-25,non-holiday,3024,Melaka,268,21,3
2022-11-25,non-holiday,3024,Negeri Sembilan,106,28,1
2022-11-25,non-holiday,3024,Pahang,102,21,7
2022-11-25,non-holiday,3024,Perak,132,61,9
2022-11-25,non-holiday,3024,Perlis,7,3,0
2022-11-25,non-holiday,3024,Pulau Pinang,178,19,11
2022-11-25,non-holiday,3024,Sabah,266,61,19
2022-11-25,non-holiday,3024,Sarawak,145,29,6
2022-11-25,non-holiday,3024,Selangor,1069,129,10
2022-11-25,non-holiday,3024,Terengganu,72,17,1
2022-11-25,non-holiday,3024,W.P. Kuala Lumpur,223,28,1
2022-11-25,non-holiday,3024,W.P. Labuan,27,1,0
2022-11-25,non-holiday,3024,W.P. Putrajaya,140,10,0
2022-11-26,non-holiday,2898,Johor,47,50,8
2022-11-26,non-holiday,2898,Kedah,109,21,10
2022-11-26,non-holiday,2898,Kelantan,66,25,4
2022-11-26,non-holiday,2898,Melaka,197,18,2
2022-11-26,non-holiday,2898,Negeri Sembilan,102,18,2
2022-11-26,non-holiday,2898,Pahang,106,23,9
2022-11-26,non-holiday,2898,Perak,153,57,10
2022-11-26,non-holiday,2898,Perlis,9,3,0
2022-11-26,non-holiday,2898,Pulau Pinang,120,11,12
2022-11-26,non-holiday,2898,Sabah,210,50,17
2022-11-26,non-holiday,2898,Sarawak,176,36,7
2022-11-26,non-holiday,2898,Selangor,1230,105,12
2022-11-26,non-holiday,2898,Terengganu,77,28,1
2022-11-26,non-holiday,2898,W.P. Kuala Lumpur,206,26,3
2022-11-26,non-holiday,2898,W.P. Labuan,18,3,0
2022-11-26,non-holiday,2898,W.P. Putrajaya,72,5,0
2022-11-27,non-holiday,2022,Johor,37,43,8
2022-11-27,non-holiday,2022,Kedah,148,29,11
2022-11-27,non-holiday,2022,Kelantan,81,14,6
2022-11-27,non-holiday,2022,Melaka,128,10,3
2022-11-27,non-holiday,2022,Negeri Sembilan,59,19,2
2022-11-27,non-holiday,2022,Pahang,65,24,10
2022-11-27,non-holiday,2022,Perak,75,47,14
2022-11-27,non-holiday,2022,Perlis,8,0,0
2022-11-27,non-holiday,2022,Pulau Pinang,134,20,14
2022-11-27,non-holiday,2022,Sabah,154,36,15
2022-11-27,non-holiday,2022,Sarawak,87,23,4
2022-11-27,non-holiday,2022,Selangor,768,85,11
2022-11-27,non-holiday,2022,Terengganu,55,17,1
2022-11-27,non-holiday,2022,W.P. Kuala Lumpur,159,28,2
2022-11-27,non-holiday,2022,W.P. Labuan,10,1,0
2022-11-27,non-holiday,2022,W.P. Putrajaya,54,9,0
2022-11-28,non-holiday,2465,Johor,42,39,10
2022-11-28,non-holiday,2465,Kedah,138,46,11
2022-11-28,non-holiday,2465,Kelantan,147,36,5
2022-11-28,non-holiday,2465,Melaka,92,12,3
2022-11-28,non-holiday,2465,Negeri Sembilan,86,15,0
2022-11-28,non-holiday,2465,Pahang,51,24,7
2022-11-28,non-holiday,2465,Perak,66,29,12
2022-11-28,non-holiday,2465,Perlis,8,1,0
2022-11-28,non-holiday,2465,Pulau Pinang,81,25,13
2022-11-28,non-holiday,2465,Sabah,137,45,15
2022-11-28,non-holiday,2465,Sarawak,75,21,3
2022-11-28,non-holiday,2465,Selangor,1306,87,11
2022-11-28,non-holiday,2465,Terengganu,66,19,1
2022-11-28,non-holiday,2465,W.P. Kuala Lumpur,108,26,1
2022-11-28,non-holiday,2465,W.P. Labuan,3,0,0
2022-11-28,non-holiday,2465,W.P. Putrajaya,59,9,0
2022-11-29,non-holiday,1672,Johor,39,30,12
2022-11-29,non-holiday,1672,Kedah,133,37,11
2022-11-29,non-holiday,1672,Kelantan,77,19,5
2022-11-29,non-holiday,1672,Melaka,89,12,4
2022-11-29,non-holiday,1672,Negeri Sembilan,84,21,2
2022-11-29,non-holiday,1672,Pahang,46,26,9
2022-11-29,non-holiday,1672,Perak,66,46,9
2022-11-29,non-holiday,1672,Perlis,3,4,0
2022-11-29,non-holiday,1672,Pulau Pinang,81,24,11
2022-11-29,non-holiday,1672,Sabah,103,35,12
2022-11-29,non-holiday,1672,Sarawak,80,34,4
2022-11-29,non-holiday,1672,Selangor,619,80,12
2022-11-29,non-holiday,1672,Terengganu,57,19,3
2022-11-29,non-holiday,1672,W.P. Kuala Lumpur,134,25,0
2022-11-29,non-holiday,1672,W.P. Labuan,9,2,0
2022-11-29,non-holiday,1672,W.P. Putrajaya,52,4,0
2022-11-30,non-holiday,1737,Johor,43,25,11
2022-11-30,non-holiday,1737,Kedah,164,38,11
2022-11-30,non-holiday,1737,Kelantan,123,31,5
2022-11-30,non-holiday,1737,Melaka,134,11,3
2022-11-30,non-holiday,1737,Negeri Sembilan,64,5,1
2022-11-30,non-holiday,1737,Pahang,80,25,6
2022-11-30,non-holiday,1737,Perak,88,62,10
2022-11-30,non-holiday,1737,Perlis,8,2,0
2022-11-30,non-holiday,1737,Pulau Pinang,82,17,11
2022-11-30,non-holiday,1737,Sabah,125,45,13
2022-11-30,non-holiday,1737,Sarawak,166,31,7
2022-11-30,non-holiday,1737,Selangor,367,100,11
2022-11-30,non-holiday,1737,Terengganu,57,19,5
2022-11-30,non-holiday,1737,W.P. Kuala Lumpur,193,25,0
2022-11-30,non-holiday,1737,W.P. Labuan,24,2,0
2022-11-30,non-holiday,1737,W.P. Putrajaya,19,9,0
